Date,SKU_ID,Warehouse_ID,Supplier_ID,Region,Units_Sold,Inventory_Level,Supplier_Lead_Time_Days,Reorder_Point,Order_Quantity,Unit_Cost,Unit_Price,Promotion_Flag,Stockout_Flag,Demand_Forecast,Year,Month,Month_Name,Quarter,Day_Name,Revenue,Total_Cost,Profit,Profit_Margin,Inventory_Value,Forecast_Error,Absolute_Forecast_Error,Inventory_Status,Days_of_Inventory,Inventory_Risk
2024-12-20,SKU_17,WH_2,SUP_8,South,20,448,13,372,0,16.68,21.24,1,0,22.94,2024,12,December,4,Friday,424.79999999999995,333.6,91.19999999999993,21.4689265536723,7472.639999999999,-2.9400000000000013,2.9400000000000013,Healthy,19.52920662598082,Medium Risk
2024-12-21,SKU_17,WH_2,SUP_8,West,26,422,13,372,0,16.68,21.24,0,0,23.53,2024,12,December,4,Saturday,552.24,433.68,118.56,21.468926553672315,7038.96,2.469999999999999,2.469999999999999,Healthy,17.934551636209093,Medium Risk
2024-12-22,SKU_17,WH_2,SUP_8,North,16,406,13,372,0,16.68,21.24,0,0,17.27,2024,12,December,4,Sunday,339.84,266.88,72.95999999999998,21.46892655367231,6772.08,-1.2699999999999996,1.2699999999999996,Healthy,23.50897510133179,Medium Risk
2024-12-23,SKU_17,WH_2,SUP_8,South,12,394,13,372,0,16.68,21.24,0,0,12.23,2024,12,December,4,Monday,254.88,200.16,54.72,21.468926553672315,6571.92,-0.23000000000000043,0.23000000000000043,Healthy,32.21586263286999,Low Risk
2024-12-24,SKU_17,WH_2,SUP_8,North,13,381,13,372,0,16.68,21.24,0,0,11.21,2024,12,December,4,Tuesday,276.12,216.84,59.28,21.468926553672315,6355.08,1.7899999999999991,1.7899999999999991,Healthy,33.98751115075825,Low Risk
2024-12-25,SKU_17,WH_2,SUP_8,North,20,361,13,372,0,16.68,21.24,0,0,18.87,2024,12,December,4,Wednesday,424.79999999999995,333.6,91.19999999999993,21.4689265536723,6021.48,1.129999999999999,1.129999999999999,Reorder Required,19.130895601483836,Medium Risk
2024-12-26,SKU_17,WH_2,SUP_8,East,17,590,13,372,246,16.68,21.24,0,0,20.18,2024,12,December,4,Thursday,361.08,283.56,77.51999999999998,21.46892655367231,9841.2,-3.1799999999999997,3.1799999999999997,Healthy,29.236868186323093,Low Risk
2024-12-27,SKU_17,WH_2,SUP_8,North,21,569,13,372,0,16.68,21.24,0,0,19.74,2024,12,December,4,Friday,446.03999999999996,350.28,95.75999999999999,21.468926553672315,9490.92,1.2600000000000016,1.2600000000000016,Healthy,28.82472137791287,Low Risk
2024-12-28,SKU_17,WH_2,SUP_8,West,19,550,13,372,0,16.68,21.24,0,0,18.24,2024,12,December,4,Saturday,403.55999999999995,316.92,86.63999999999993,21.4689265536723,9174.0,0.7600000000000016,0.7600000000000016,Healthy,30.153508771929825,Low Risk
2024-12-29,SKU_17,WH_2,SUP_8,West,27,523,13,372,0,16.68,21.24,0,0,33.24,2024,12,December,4,Sunday,573.4799999999999,450.36,123.11999999999989,21.4689265536723,8723.64,-6.240000000000002,6.240000000000002,Healthy,15.734055354993982,Medium Risk
2024-12-30,SKU_17,WH_2,SUP_8,North,18,505,13,372,0,16.68,21.24,0,0,19.26,2024,12,December,4,Monday,382.32,300.24,82.07999999999998,21.46892655367231,8423.4,-1.2600000000000016,1.2600000000000016,Healthy,26.220145379023883,Low Risk
2024-01-01,SKU_17,WH_3,SUP_7,North,25,703,3,339,0,16.8,28.54,0,0,23.0,2024,1,January,1,Monday,713.5,420.0,293.5,41.135248773651014,11810.4,2.0,2.0,Healthy,30.565217391304348,Low Risk
2024-01-02,SKU_17,WH_3,SUP_7,North,24,679,3,339,0,16.8,28.54,1,0,22.44,2024,1,January,1,Tuesday,684.96,403.20000000000005,281.76,41.135248773651014,11407.2,1.5599999999999987,1.5599999999999987,Healthy,30.258467023172905,Low Risk
2024-01-03,SKU_17,WH_3,SUP_7,East,24,655,3,339,0,16.8,28.54,1,0,21.33,2024,1,January,1,Wednesday,684.96,403.20000000000005,281.76,41.135248773651014,11004.0,2.6700000000000017,2.6700000000000017,Healthy,30.707923112986407,Low Risk
2024-01-04,SKU_17,WH_3,SUP_7,South,17,638,3,339,0,16.8,28.54,0,0,12.99,2024,1,January,1,Thursday,485.18,285.6,199.57999999999998,41.135248773651014,10718.4,4.01,4.01,Healthy,49.11470361816782,Low Risk
2024-01-05,SKU_17,WH_3,SUP_7,East,27,611,3,339,0,16.8,28.54,0,0,24.69,2024,1,January,1,Friday,770.5799999999999,453.6,316.9799999999999,41.13524877365101,10264.800000000001,2.3099999999999987,2.3099999999999987,Healthy,24.746861077359252,Low Risk
2024-01-06,SKU_17,WH_3,SUP_7,South,22,589,3,339,0,16.8,28.54,0,0,20.04,2024,1,January,1,Saturday,627.88,369.6,258.28,41.135248773651014,9895.2,1.9600000000000009,1.9600000000000009,Healthy,29.39121756487026,Low Risk
2024-01-07,SKU_17,WH_3,SUP_7,East,25,564,3,339,0,16.8,28.54,0,0,30.39,2024,1,January,1,Sunday,713.5,420.0,293.5,41.135248773651014,9475.2,-5.390000000000001,5.390000000000001,Healthy,18.558736426456072,Low Risk
2024-01-08,SKU_17,WH_3,SUP_7,West,19,545,3,339,0,16.8,28.54,0,0,22.63,2024,1,January,1,Monday,542.26,319.2,223.06,41.135248773651014,9156.0,-3.629999999999999,3.629999999999999,Healthy,24.083075563411402,Low Risk
2024-01-09,SKU_17,WH_3,SUP_7,South,26,519,3,339,0,16.8,28.54,0,0,30.18,2024,1,January,1,Tuesday,742.04,436.8,305.23999999999995,41.135248773651014,8719.2,-4.18,4.18,Healthy,17.19681908548708,Low Risk
2024-01-10,SKU_17,WH_3,SUP_7,West,16,503,3,339,0,16.8,28.54,0,0,19.35,2024,1,January,1,Wednesday,456.64,268.8,187.83999999999997,41.135248773651014,8450.4,-3.3500000000000014,3.3500000000000014,Healthy,25.994832041343667,Low Risk
2024-01-11,SKU_17,WH_3,SUP_7,North,27,476,3,339,0,16.8,28.54,0,0,25.02,2024,1,January,1,Thursday,770.5799999999999,453.6,316.9799999999999,41.13524877365101,7996.8,1.9800000000000004,1.9800000000000004,Healthy,19.024780175859313,Low Risk
2024-01-12,SKU_17,WH_3,SUP_7,South,35,441,3,339,0,16.8,28.54,0,0,36.34,2024,1,January,1,Friday,998.9,588.0,410.9,41.135248773651014,7408.8,-1.3400000000000034,1.3400000000000034,Healthy,12.135388002201429,Low Risk
2024-01-13,SKU_17,WH_3,SUP_7,West,23,418,3,339,0,16.8,28.54,1,0,22.88,2024,1,January,1,Saturday,656.42,386.40000000000003,270.0199999999999,41.13524877365101,7022.400000000001,0.120000000000001,0.120000000000001,Healthy,18.26923076923077,Low Risk
2024-01-14,SKU_17,WH_3,SUP_7,North,17,401,3,339,0,16.8,28.54,0,0,11.12,2024,1,January,1,Sunday,485.18,285.6,199.57999999999998,41.135248773651014,6736.8,5.880000000000001,5.880000000000001,Healthy,36.06115107913669,Low Risk
2024-01-15,SKU_17,WH_3,SUP_7,South,21,380,3,339,0,16.8,28.54,0,0,19.18,2024,1,January,1,Monday,599.34,352.8,246.54000000000002,41.135248773651014,6384.0,1.8200000000000003,1.8200000000000003,Healthy,19.81230448383733,Low Risk
2024-01-16,SKU_17,WH_3,SUP_7,South,14,366,3,339,0,16.8,28.54,0,0,14.23,2024,1,January,1,Tuesday,399.56,235.20000000000002,164.35999999999999,41.135248773651014,6148.8,-0.23000000000000043,0.23000000000000043,Healthy,25.72030920590302,Low Risk
2024-01-17,SKU_17,WH_3,SUP_7,East,26,340,3,339,0,16.8,28.54,0,0,23.18,2024,1,January,1,Wednesday,742.04,436.8,305.23999999999995,41.135248773651014,5712.0,2.8200000000000003,2.8200000000000003,Healthy,14.667817083692839,Low Risk
2024-01-18,SKU_17,WH_3,SUP_7,South,22,318,3,339,0,16.8,28.54,0,0,22.84,2024,1,January,1,Thursday,627.88,369.6,258.28,41.135248773651014,5342.400000000001,-0.8399999999999999,0.8399999999999999,Reorder Required,13.92294220665499,Low Risk
2024-01-19,SKU_17,WH_3,SUP_7,North,30,633,3,339,345,16.8,28.54,0,0,32.82,2024,1,January,1,Friday,856.1999999999999,504.0,352.19999999999993,41.135248773651014,10634.4,-2.8200000000000003,2.8200000000000003,Healthy,19.287020109689212,Low Risk
2024-01-20,SKU_17,WH_3,SUP_7,South,23,610,3,339,0,16.8,28.54,0,0,20.84,2024,1,January,1,Saturday,656.42,386.40000000000003,270.0199999999999,41.13524877365101,10248.0,2.16,2.16,Healthy,29.27063339731286,Low Risk
2024-01-21,SKU_17,WH_3,SUP_7,West,33,577,3,339,0,16.8,28.54,1,0,29.43,2024,1,January,1,Sunday,941.8199999999999,554.4,387.41999999999996,41.135248773651014,9693.6,3.5700000000000003,3.5700000000000003,Healthy,19.60584437648658,Low Risk
2024-01-22,SKU_17,WH_3,SUP_7,West,18,559,3,339,0,16.8,28.54,0,0,19.14,2024,1,January,1,Monday,513.72,302.40000000000003,211.32,41.135248773651014,9391.2,-1.1400000000000006,1.1400000000000006,Healthy,29.205851619644722,Low Risk
2024-01-23,SKU_17,WH_3,SUP_7,North,25,534,3,339,0,16.8,28.54,0,0,22.25,2024,1,January,1,Tuesday,713.5,420.0,293.5,41.135248773651014,8971.2,2.75,2.75,Healthy,24.0,Low Risk
2024-01-24,SKU_17,WH_3,SUP_7,South,27,507,3,339,0,16.8,28.54,0,0,25.65,2024,1,January,1,Wednesday,770.5799999999999,453.6,316.9799999999999,41.13524877365101,8517.6,1.3500000000000014,1.3500000000000014,Healthy,19.76608187134503,Low Risk
2024-01-25,SKU_17,WH_3,SUP_7,North,27,480,3,339,0,16.8,28.54,0,0,27.71,2024,1,January,1,Thursday,770.5799999999999,453.6,316.9799999999999,41.13524877365101,8064.0,-0.7100000000000009,0.7100000000000009,Healthy,17.322266329844823,Low Risk
2024-01-26,SKU_17,WH_3,SUP_7,South,19,461,3,339,0,16.8,28.54,0,0,18.94,2024,1,January,1,Friday,542.26,319.2,223.06,41.135248773651014,7744.8,0.05999999999999872,0.05999999999999872,Healthy,24.34002111932418,Low Risk
2024-01-27,SKU_17,WH_3,SUP_7,East,12,449,3,339,0,16.8,28.54,0,0,16.92,2024,1,January,1,Saturday,342.48,201.60000000000002,140.88,41.135248773651014,7543.200000000001,-4.920000000000002,4.920000000000002,Healthy,26.536643026004725,Low Risk
2024-01-28,SKU_17,WH_3,SUP_7,North,20,429,3,339,0,16.8,28.54,0,0,17.22,2024,1,January,1,Sunday,570.8,336.0,234.79999999999995,41.135248773651014,7207.200000000001,2.780000000000001,2.780000000000001,Healthy,24.912891986062718,Low Risk
2024-01-29,SKU_17,WH_3,SUP_7,East,19,410,3,339,0,16.8,28.54,0,0,17.29,2024,1,January,1,Monday,542.26,319.2,223.06,41.135248773651014,6888.0,1.7100000000000009,1.7100000000000009,Healthy,23.71312897628687,Low Risk
2024-01-30,SKU_17,WH_3,SUP_7,South,23,387,3,339,0,16.8,28.54,0,0,26.83,2024,1,January,1,Tuesday,656.42,386.40000000000003,270.0199999999999,41.13524877365101,6501.6,-3.8299999999999983,3.8299999999999983,Healthy,14.424152068579948,Low Risk
2024-01-31,SKU_17,WH_3,SUP_7,North,26,361,3,339,0,16.8,28.54,0,0,27.07,2024,1,January,1,Wednesday,742.04,436.8,305.23999999999995,41.135248773651014,6064.8,-1.0700000000000003,1.0700000000000003,Healthy,13.33579608422608,Low Risk
2024-02-01,SKU_17,WH_3,SUP_7,West,29,332,3,339,0,16.8,28.54,0,0,27.19,2024,2,February,1,Thursday,827.66,487.20000000000005,340.4599999999999,41.13524877365101,5577.6,1.8099999999999987,1.8099999999999987,Reorder Required,12.210371460095622,Low Risk
2024-02-02,SKU_17,WH_3,SUP_7,East,24,645,3,339,337,16.8,28.54,0,0,24.65,2024,2,February,1,Friday,684.96,403.20000000000005,281.76,41.135248773651014,10836.0,-0.6499999999999986,0.6499999999999986,Healthy,26.16632860040568,Low Risk
2024-02-03,SKU_17,WH_3,SUP_7,North,20,625,3,339,0,16.8,28.54,0,0,22.56,2024,2,February,1,Saturday,570.8,336.0,234.79999999999995,41.135248773651014,10500.0,-2.5599999999999987,2.5599999999999987,Healthy,27.70390070921986,Low Risk
2024-02-04,SKU_17,WH_3,SUP_7,West,25,600,3,339,0,16.8,28.54,0,0,22.71,2024,2,February,1,Sunday,713.5,420.0,293.5,41.135248773651014,10080.0,2.289999999999999,2.289999999999999,Healthy,26.42007926023778,Low Risk
2024-02-05,SKU_17,WH_3,SUP_7,South,26,574,3,339,0,16.8,28.54,0,0,21.72,2024,2,February,1,Monday,742.04,436.8,305.23999999999995,41.135248773651014,9643.2,4.280000000000001,4.280000000000001,Healthy,26.427255985267035,Low Risk
2024-02-06,SKU_17,WH_3,SUP_7,West,26,548,3,339,0,16.8,28.54,0,0,25.93,2024,2,February,1,Tuesday,742.04,436.8,305.23999999999995,41.135248773651014,9206.4,0.07000000000000028,0.07000000000000028,Healthy,21.133821827998457,Low Risk
2024-02-07,SKU_17,WH_3,SUP_7,North,23,525,3,339,0,16.8,28.54,0,0,27.05,2024,2,February,1,Wednesday,656.42,386.40000000000003,270.0199999999999,41.13524877365101,8820.0,-4.050000000000001,4.050000000000001,Healthy,19.408502772643253,Low Risk
2024-02-08,SKU_17,WH_3,SUP_7,East,29,496,3,339,0,16.8,28.54,0,0,31.92,2024,2,February,1,Thursday,827.66,487.20000000000005,340.4599999999999,41.13524877365101,8332.800000000001,-2.9200000000000017,2.9200000000000017,Healthy,15.538847117794486,Low Risk
2024-02-09,SKU_17,WH_3,SUP_7,East,20,476,3,339,0,16.8,28.54,0,0,20.31,2024,2,February,1,Friday,570.8,336.0,234.79999999999995,41.135248773651014,7996.8,-0.3099999999999987,0.3099999999999987,Healthy,23.43673067454456,Low Risk
2024-02-10,SKU_17,WH_3,SUP_7,West,21,455,3,339,0,16.8,28.54,0,0,19.02,2024,2,February,1,Saturday,599.34,352.8,246.54000000000002,41.135248773651014,7644.0,1.9800000000000004,1.9800000000000004,Healthy,23.92218717139853,Low Risk
2024-02-11,SKU_17,WH_3,SUP_7,East,28,427,3,339,0,16.8,28.54,0,0,30.46,2024,2,February,1,Sunday,799.12,470.40000000000003,328.71999999999997,41.135248773651014,7173.6,-2.460000000000001,2.460000000000001,Healthy,14.018384766907419,Low Risk
2024-02-12,SKU_17,WH_3,SUP_7,East,29,398,3,339,0,16.8,28.54,0,0,30.21,2024,2,February,1,Monday,827.66,487.20000000000005,340.4599999999999,41.13524877365101,6686.400000000001,-1.2100000000000009,1.2100000000000009,Healthy,13.174445547831843,Low Risk
2024-02-13,SKU_17,WH_3,SUP_7,East,20,378,3,339,0,16.8,28.54,0,0,20.99,2024,2,February,1,Tuesday,570.8,336.0,234.79999999999995,41.135248773651014,6350.400000000001,-0.9899999999999984,0.9899999999999984,Healthy,18.008575512148642,Low Risk
2024-02-14,SKU_17,WH_3,SUP_7,East,32,346,3,339,0,16.8,28.54,0,0,31.49,2024,2,February,1,Wednesday,913.28,537.6,375.67999999999995,41.135248773651014,5812.8,0.5100000000000016,0.5100000000000016,Healthy,10.987615115909813,Low Risk
2024-02-15,SKU_17,WH_3,SUP_7,South,25,321,3,339,0,16.8,28.54,0,0,24.59,2024,2,February,1,Thursday,713.5,420.0,293.5,41.135248773651014,5392.8,0.41000000000000014,0.41000000000000014,Reorder Required,13.05408702724685,Low Risk
2024-02-16,SKU_17,WH_3,SUP_7,East,37,670,3,339,386,16.8,28.54,1,0,41.15,2024,2,February,1,Friday,1055.98,621.6,434.38,41.135248773651014,11256.0,-4.149999999999999,4.149999999999999,Healthy,16.281895504252734,Low Risk
2024-02-17,SKU_17,WH_3,SUP_7,North,33,637,3,339,0,16.8,28.54,0,0,30.39,2024,2,February,1,Saturday,941.8199999999999,554.4,387.41999999999996,41.135248773651014,10701.6,2.6099999999999994,2.6099999999999994,Healthy,20.960842382362618,Low Risk
2024-02-18,SKU_17,WH_3,SUP_7,North,45,592,3,339,0,16.8,28.54,1,0,43.7,2024,2,February,1,Sunday,1284.3,756.0,528.3,41.135248773651014,9945.6,1.2999999999999972,1.2999999999999972,Healthy,13.54691075514874,Low Risk
2024-02-19,SKU_17,WH_3,SUP_7,South,25,567,3,339,0,16.8,28.54,0,0,30.28,2024,2,February,1,Monday,713.5,420.0,293.5,41.135248773651014,9525.6,-5.280000000000001,5.280000000000001,Healthy,18.725231175693526,Low Risk
2024-02-20,SKU_17,WH_3,SUP_7,South,24,543,3,339,0,16.8,28.54,0,0,27.98,2024,2,February,1,Tuesday,684.96,403.20000000000005,281.76,41.135248773651014,9122.4,-3.9800000000000004,3.9800000000000004,Healthy,19.406719085060757,Low Risk
2024-02-21,SKU_17,WH_3,SUP_7,West,33,510,3,339,0,16.8,28.54,0,0,32.81,2024,2,February,1,Wednesday,941.8199999999999,554.4,387.41999999999996,41.135248773651014,8568.0,0.18999999999999773,0.18999999999999773,Healthy,15.5440414507772,Low Risk
2024-02-22,SKU_17,WH_3,SUP_7,North,37,473,3,339,0,16.8,28.54,0,0,37.92,2024,2,February,1,Thursday,1055.98,621.6,434.38,41.135248773651014,7946.400000000001,-0.9200000000000017,0.9200000000000017,Healthy,12.473628691983121,Low Risk
2024-02-23,SKU_17,WH_3,SUP_7,North,32,441,3,339,0,16.8,28.54,0,0,29.11,2024,2,February,1,Friday,913.28,537.6,375.67999999999995,41.135248773651014,7408.8,2.8900000000000006,2.8900000000000006,Healthy,15.14943318447269,Low Risk
2024-02-24,SKU_17,WH_3,SUP_7,East,26,415,3,339,0,16.8,28.54,0,0,22.16,2024,2,February,1,Saturday,742.04,436.8,305.23999999999995,41.135248773651014,6972.0,3.84,3.84,Healthy,18.727436823104693,Low Risk
2024-02-25,SKU_17,WH_3,SUP_7,South,27,388,3,339,0,16.8,28.54,0,0,28.65,2024,2,February,1,Sunday,770.5799999999999,453.6,316.9799999999999,41.13524877365101,6518.400000000001,-1.6499999999999986,1.6499999999999986,Healthy,13.542757417102967,Low Risk
2024-02-26,SKU_17,WH_3,SUP_7,East,29,359,3,339,0,16.8,28.54,0,0,25.78,2024,2,February,1,Monday,827.66,487.20000000000005,340.4599999999999,41.13524877365101,6031.2,3.219999999999999,3.219999999999999,Healthy,13.925523661753296,Low Risk
2024-02-27,SKU_17,WH_3,SUP_7,North,33,326,3,339,0,16.8,28.54,0,0,31.65,2024,2,February,1,Tuesday,941.8199999999999,554.4,387.41999999999996,41.135248773651014,5476.8,1.3500000000000014,1.3500000000000014,Reorder Required,10.300157977883098,Low Risk
2024-02-28,SKU_17,WH_3,SUP_7,North,25,711,3,339,410,16.8,28.54,0,0,23.86,2024,2,February,1,Wednesday,713.5,420.0,293.5,41.135248773651014,11944.800000000001,1.1400000000000006,1.1400000000000006,Healthy,29.79882648784577,Low Risk
2024-02-29,SKU_17,WH_3,SUP_7,West,37,674,3,339,0,16.8,28.54,1,0,38.02,2024,2,February,1,Thursday,1055.98,621.6,434.38,41.135248773651014,11323.2,-1.0200000000000031,1.0200000000000031,Healthy,17.727511835875852,Low Risk
2024-03-01,SKU_17,WH_3,SUP_7,West,29,645,3,339,0,16.8,28.54,0,0,25.45,2024,3,March,1,Friday,827.66,487.20000000000005,340.4599999999999,41.13524877365101,10836.0,3.5500000000000007,3.5500000000000007,Healthy,25.343811394891947,Low Risk
2024-03-02,SKU_17,WH_3,SUP_7,South,26,619,3,339,0,16.8,28.54,0,0,26.79,2024,3,March,1,Saturday,742.04,436.8,305.23999999999995,41.135248773651014,10399.2,-0.7899999999999991,0.7899999999999991,Healthy,23.105636431504294,Low Risk
2024-03-03,SKU_17,WH_3,SUP_7,West,26,593,3,339,0,16.8,28.54,0,0,21.77,2024,3,March,1,Sunday,742.04,436.8,305.23999999999995,41.135248773651014,9962.4,4.23,4.23,Healthy,27.239320165365182,Low Risk
2024-03-04,SKU_17,WH_3,SUP_7,North,36,557,3,339,0,16.8,28.54,0,0,36.35,2024,3,March,1,Monday,1027.44,604.8000000000001,422.64,41.135248773651014,9357.6,-0.3500000000000014,0.3500000000000014,Healthy,15.323246217331498,Low Risk
2024-03-05,SKU_17,WH_3,SUP_7,West,28,529,3,339,0,16.8,28.54,0,0,25.42,2024,3,March,1,Tuesday,799.12,470.40000000000003,328.71999999999997,41.135248773651014,8887.2,2.5799999999999983,2.5799999999999983,Healthy,20.81038552321007,Low Risk
2024-03-06,SKU_17,WH_3,SUP_7,North,43,486,3,339,0,16.8,28.54,0,0,45.67,2024,3,March,1,Wednesday,1227.22,722.4,504.82000000000005,41.135248773651014,8164.8,-2.6700000000000017,2.6700000000000017,Healthy,10.64155901029122,Low Risk
2024-03-07,SKU_17,WH_3,SUP_7,South,35,451,3,339,0,16.8,28.54,1,0,32.61,2024,3,March,1,Thursday,998.9,588.0,410.9,41.135248773651014,7576.8,2.3900000000000006,2.3900000000000006,Healthy,13.830113462128182,Low Risk
2024-03-08,SKU_17,WH_3,SUP_7,East,24,427,3,339,0,16.8,28.54,0,0,22.77,2024,3,March,1,Friday,684.96,403.20000000000005,281.76,41.135248773651014,7173.6,1.2300000000000004,1.2300000000000004,Healthy,18.75274483970136,Low Risk
2024-03-09,SKU_17,WH_3,SUP_7,East,28,399,3,339,0,16.8,28.54,0,0,25.46,2024,3,March,1,Saturday,799.12,470.40000000000003,328.71999999999997,41.135248773651014,6703.200000000001,2.539999999999999,2.539999999999999,Healthy,15.671641791044776,Low Risk
2024-03-10,SKU_17,WH_3,SUP_7,North,28,371,3,339,0,16.8,28.54,0,0,25.55,2024,3,March,1,Sunday,799.12,470.40000000000003,328.71999999999997,41.135248773651014,6232.8,2.4499999999999993,2.4499999999999993,Healthy,14.520547945205479,Low Risk
2024-03-11,SKU_17,WH_3,SUP_7,North,30,341,3,339,0,16.8,28.54,0,0,25.98,2024,3,March,1,Monday,856.1999999999999,504.0,352.19999999999993,41.135248773651014,5728.8,4.02,4.02,Healthy,13.125481139337952,Low Risk
2024-03-12,SKU_17,WH_3,SUP_7,East,33,308,3,339,0,16.8,28.54,0,0,31.24,2024,3,March,1,Tuesday,941.8199999999999,554.4,387.41999999999996,41.135248773651014,5174.400000000001,1.7600000000000016,1.7600000000000016,Reorder Required,9.859154929577466,Low Risk
2024-03-13,SKU_17,WH_3,SUP_7,North,44,475,3,339,211,16.8,28.54,1,0,45.06,2024,3,March,1,Wednesday,1255.76,739.2,516.56,41.135248773651014,7980.0,-1.0600000000000023,1.0600000000000023,Healthy,10.54150022192632,Low Risk
2024-03-14,SKU_17,WH_3,SUP_7,South,20,455,3,339,0,16.8,28.54,0,0,22.48,2024,3,March,1,Thursday,570.8,336.0,234.79999999999995,41.135248773651014,7644.0,-2.4800000000000004,2.4800000000000004,Healthy,20.240213523131672,Low Risk
2024-03-15,SKU_17,WH_3,SUP_7,North,27,428,3,339,0,16.8,28.54,0,0,24.54,2024,3,March,1,Friday,770.5799999999999,453.6,316.9799999999999,41.13524877365101,7190.400000000001,2.460000000000001,2.460000000000001,Healthy,17.440912795436024,Low Risk
2024-03-16,SKU_17,WH_3,SUP_7,South,25,403,3,339,0,16.8,28.54,0,0,21.77,2024,3,March,1,Saturday,713.5,420.0,293.5,41.135248773651014,6770.400000000001,3.2300000000000004,3.2300000000000004,Healthy,18.511713367018835,Low Risk
2024-03-17,SKU_17,WH_3,SUP_7,North,25,378,3,339,0,16.8,28.54,0,0,25.27,2024,3,March,1,Sunday,713.5,420.0,293.5,41.135248773651014,6350.400000000001,-0.2699999999999996,0.2699999999999996,Healthy,14.958448753462605,Low Risk
2024-03-18,SKU_17,WH_3,SUP_7,East,29,349,3,339,0,16.8,28.54,0,0,29.19,2024,3,March,1,Monday,827.66,487.20000000000005,340.4599999999999,41.13524877365101,5863.2,-0.19000000000000128,0.19000000000000128,Healthy,11.956149366221307,Low Risk
2024-03-19,SKU_17,WH_3,SUP_7,North,31,318,3,339,0,16.8,28.54,0,0,30.58,2024,3,March,1,Tuesday,884.74,520.8000000000001,363.93999999999994,41.13524877365101,5342.400000000001,0.4200000000000017,0.4200000000000017,Reorder Required,10.398953564421191,Low Risk
2024-03-20,SKU_17,WH_3,SUP_7,North,22,539,3,339,243,16.8,28.54,0,0,25.35,2024,3,March,1,Wednesday,627.88,369.6,258.28,41.135248773651014,9055.2,-3.3500000000000014,3.3500000000000014,Healthy,21.26232741617357,Low Risk
2024-03-21,SKU_17,WH_3,SUP_7,North,29,510,3,339,0,16.8,28.54,0,0,31.66,2024,3,March,1,Thursday,827.66,487.20000000000005,340.4599999999999,41.13524877365101,8568.0,-2.66,2.66,Healthy,16.108654453569173,Low Risk
2024-03-22,SKU_17,WH_3,SUP_7,North,44,466,3,339,0,16.8,28.54,0,0,42.3,2024,3,March,1,Friday,1255.76,739.2,516.56,41.135248773651014,7828.8,1.7000000000000028,1.7000000000000028,Healthy,11.016548463356974,Low Risk
2024-03-23,SKU_17,WH_3,SUP_7,East,26,440,3,339,0,16.8,28.54,0,0,29.3,2024,3,March,1,Saturday,742.04,436.8,305.23999999999995,41.135248773651014,7392.0,-3.3000000000000007,3.3000000000000007,Healthy,15.017064846416382,Low Risk
2024-03-24,SKU_17,WH_3,SUP_7,East,40,400,3,339,0,16.8,28.54,0,0,39.92,2024,3,March,1,Sunday,1141.6,672.0,469.5999999999999,41.135248773651014,6720.0,0.0799999999999983,0.0799999999999983,Healthy,10.02004008016032,Low Risk
2024-03-25,SKU_17,WH_3,SUP_7,South,37,363,3,339,0,16.8,28.54,0,0,45.23,2024,3,March,1,Monday,1055.98,621.6,434.38,41.135248773651014,6098.400000000001,-8.229999999999997,8.229999999999997,Healthy,8.025646694671678,Low Risk
2024-03-26,SKU_17,WH_3,SUP_7,South,23,340,3,339,0,16.8,28.54,0,0,19.98,2024,3,March,1,Tuesday,656.42,386.40000000000003,270.0199999999999,41.13524877365101,5712.0,3.0199999999999996,3.0199999999999996,Healthy,17.017017017017018,Low Risk
2024-03-27,SKU_17,WH_3,SUP_7,West,31,309,3,339,0,16.8,28.54,0,0,25.03,2024,3,March,1,Wednesday,884.74,520.8000000000001,363.93999999999994,41.13524877365101,5191.2,5.969999999999999,5.969999999999999,Reorder Required,12.345185777067519,Low Risk
2024-03-28,SKU_17,WH_3,SUP_7,West,30,659,3,339,380,16.8,28.54,0,0,30.76,2024,3,March,1,Thursday,856.1999999999999,504.0,352.19999999999993,41.135248773651014,11071.2,-0.7600000000000016,0.7600000000000016,Healthy,21.423927178153445,Low Risk
2024-03-29,SKU_17,WH_3,SUP_7,East,28,631,3,339,0,16.8,28.54,0,0,29.82,2024,3,March,1,Friday,799.12,470.40000000000003,328.71999999999997,41.135248773651014,10600.800000000001,-1.8200000000000003,1.8200000000000003,Healthy,21.160295103957075,Low Risk
2024-03-30,SKU_17,WH_3,SUP_7,South,19,612,3,339,0,16.8,28.54,0,0,15.53,2024,3,March,1,Saturday,542.26,319.2,223.06,41.135248773651014,10281.6,3.4700000000000006,3.4700000000000006,Healthy,39.40759819703799,Low Risk
2024-03-31,SKU_17,WH_3,SUP_7,West,24,588,3,339,0,16.8,28.54,0,0,24.31,2024,3,March,1,Sunday,684.96,403.20000000000005,281.76,41.135248773651014,9878.4,-0.3099999999999987,0.3099999999999987,Healthy,24.1875771287536,Low Risk
2024-04-01,SKU_17,WH_3,SUP_7,West,31,557,3,339,0,16.8,28.54,0,0,32.7,2024,4,April,2,Monday,884.74,520.8000000000001,363.93999999999994,41.13524877365101,9357.6,-1.7000000000000028,1.7000000000000028,Healthy,17.033639143730884,Low Risk
2024-04-02,SKU_17,WH_3,SUP_7,South,37,520,3,339,0,16.8,28.54,0,0,31.83,2024,4,April,2,Tuesday,1055.98,621.6,434.38,41.135248773651014,8736.0,5.170000000000002,5.170000000000002,Healthy,16.336789192585613,Low Risk
